ID,A,B,NEITHER
development-1,0.984041690826416,0.0025757087860256433,0.01354892272502184
development-2,0.9899333119392395,0.001191598130390048,0.009156517684459686
development-3,0.0012375626247376204,0.9886847734451294,0.010313247330486774
development-4,0.07458071410655975,0.39921802282333374,0.5262012481689453
development-5,0.0012229258427396417,0.9887275695800781,0.010228226892650127
development-6,0.978121280670166,0.014945274218916893,0.00693347817286849
development-7,0.14316244423389435,0.054558444768190384,0.8022791147232056
development-8,0.0014764557126909494,0.9909435510635376,0.007686775177717209
development-9,0.001234369003213942,0.9922416806221008,0.006671315990388393
development-10,0.4018682539463043,0.589248538017273,0.008883154019713402
development-11,0.0012521679745987058,0.9866440892219543,0.012494955211877823
development-12,0.8185388445854187,0.1753443479537964,0.006116747856140137
development-13,0.3344418406486511,0.6456144452095032,0.01994374394416809
development-14,0.9820207357406616,0.003738114144653082,0.01426892913877964
development-15,0.044861432164907455,0.9346417188644409,0.020496821030974388
development-16,0.0011642338940873742,0.9940587282180786,0.005195847246795893
development-17,0.9609425663948059,0.007033576723188162,0.032023847103118896
development-18,0.10416816174983978,0.09359244257211685,0.8022392988204956
development-19,0.006994916591793299,0.9653699994087219,0.027635151520371437
development-20,0.04444527626037598,0.9445635080337524,0.010991208255290985
development-21,0.0011885286075994372,0.990923285484314,0.0082870377227664
development-22,0.9907957315444946,0.0013070990098640323,0.008089371956884861
development-23,0.9918867349624634,0.0011691994732245803,0.007267259061336517
development-24,0.011786471121013165,0.9796897768974304,0.008523702621459961
development-25,0.9848926663398743,0.0066989148035645485,0.008408394642174244
development-26,0.0018667245749384165,0.9857589602470398,0.012400202453136444
development-27,0.7598847150802612,0.21129803359508514,0.02881721593439579
development-28,0.9680021405220032,0.009744809940457344,0.02225305698812008
development-29,0.022288206964731216,0.9651674032211304,0.012544411234557629
development-30,0.9802039861679077,0.013164354488253593,0.0066315592266619205
development-31,0.4732822775840759,0.48418936133384705,0.04252832755446434
development-32,0.08134650439023972,0.05988980457186699,0.8587636947631836
development-33,0.0698763057589531,0.9220892190933228,0.008034505881369114
development-34,0.07823961228132248,0.09112312644720078,0.8306372761726379
development-35,0.5180173516273499,0.4447300434112549,0.03725261241197586
development-36,0.5682834386825562,0.40144020318984985,0.030276428908109665
development-37,0.0011864330153912306,0.9919582605361938,0.007169476244598627
development-38,0.7191969156265259,0.09446042776107788,0.18634262681007385
development-39,0.9931586980819702,0.0011235122801735997,0.006017550826072693
development-40,0.9927541017532349,0.0014114647638052702,0.006110831163823605
development-41,0.08782288432121277,0.17322497069835663,0.738952100276947
development-42,0.9931317567825317,0.0011882407125085592,0.005823816172778606
development-43,0.0013709536287933588,0.9853646159172058,0.01354709267616272
development-44,0.0012715354096144438,0.9806976318359375,0.018390456214547157
development-45,0.4319276213645935,0.5563486814498901,0.011723628267645836
development-46,0.1401437520980835,0.11201697587966919,0.7478392720222473
development-47,0.07720810174942017,0.11156989634037018,0.8112219572067261
development-48,0.0013541053049266338,0.987899124622345,0.01095412764698267
development-49,0.8928731679916382,0.06242680549621582,0.04469998925924301
development-50,0.09348119795322418,0.07181496918201447,0.8347039222717285
development-51,0.0018752503674477339,0.9747267961502075,0.023464282974600792
development-52,0.009514437057077885,0.9803242683410645,0.010161257348954678
development-53,0.0011262909974902868,0.9929830431938171,0.006237336900085211
development-54,0.027313485741615295,0.5814487338066101,0.3912378251552582
development-55,0.0011392879532650113,0.9916850328445435,0.007571272552013397
development-56,0.0891256183385849,0.08068125694990158,0.8301931619644165
development-57,0.07191216200590134,0.9217827916145325,0.0063080438412725925
development-58,0.9905529022216797,0.0012776448857039213,0.008307431824505329
development-59,0.8495886921882629,0.1061142235994339,0.04429708048701286
development-60,0.9919019937515259,0.0012259682407602668,0.0071017080917954445
development-61,0.014771303161978722,0.9636987447738647,0.021529993042349815
development-62,0.7064195275306702,0.28041812777519226,0.013162367045879364
development-63,0.8492521047592163,0.14028388261795044,0.010463960468769073
development-64,0.0011513002682477236,0.9919384121894836,0.007324972655624151
development-65,0.01575951650738716,0.9732984304428101,0.010951504111289978
development-66,0.0011920586694031954,0.9915820360183716,0.007578334771096706
development-67,0.9367152452468872,0.01842453144490719,0.044860247522592545
development-68,0.7954641580581665,0.012515425682067871,0.19202040135860443
development-69,0.09465432912111282,0.893722653388977,0.011623022146522999
development-70,0.9888784289360046,0.0011924802092835307,0.010301523841917515
development-71,0.04032084345817566,0.9422236680984497,0.01745549403131008
development-72,0.9932409524917603,0.0010995935881510377,0.0060842568054795265
development-73,0.07872878015041351,0.8936277627944946,0.027643537148833275
development-74,0.9911190867424011,0.0016115488251671195,0.007330798543989658
development-75,0.6530200242996216,0.3336139917373657,0.013366058468818665
development-76,0.9816749691963196,0.0013738225679844618,0.01729191467165947
development-77,0.07937102019786835,0.8967507481575012,0.02387818694114685
development-78,0.001486328081227839,0.9830269813537598,0.015506434254348278
development-79,0.8925924301147461,0.008495135232806206,0.09891241788864136
development-80,0.004452898632735014,0.9882358312606812,0.007311305496841669
development-81,0.11983335018157959,0.05974946171045303,0.8204172253608704
development-82,0.8918795585632324,0.09185968339443207,0.01626073755323887
development-83,0.7862359285354614,0.20700041949748993,0.006763634271919727
development-84,0.023070668801665306,0.8023959994316101,0.17453333735466003
development-85,0.9814248085021973,0.0014539029216393828,0.017300445586442947
development-86,0.9885197877883911,0.0013736573746427894,0.010245056822896004
development-87,0.03351280465722084,0.9488155245780945,0.017671680077910423
development-88,0.7930647730827332,0.1473310887813568,0.05960409715771675
development-89,0.46481752395629883,0.06439801305532455,0.4707845151424408
development-90,0.9678441882133484,0.019152753055095673,0.013003004714846611
development-91,0.0012615026207640767,0.9862719774246216,0.012809420004487038
development-92,0.08897437900304794,0.3875814974308014,0.5234441757202148
development-93,0.11227116733789444,0.09657587110996246,0.7911529541015625
development-94,0.9937194585800171,0.0011346263345330954,0.005532451439648867
development-95,0.009248482994735241,0.9761825799942017,0.014568991959095001
development-96,0.9832664728164673,0.006414890289306641,0.010328134521842003
development-97,0.09344185888767242,0.7692614197731018,0.13729672133922577
development-98,0.07902361452579498,0.07980874925851822,0.8411676287651062
development-99,0.9428704380989075,0.029659057036042213,0.02747049368917942
development-100,0.135257750749588,0.09903790056705475,0.765704333782196
development-101,0.9905111193656921,0.0015384210273623466,0.007997823879122734
development-102,0.9470382928848267,0.0047340719029307365,0.048250626772642136
development-103,0.001144580659456551,0.9938432574272156,0.005372133105993271
development-104,0.9878090023994446,0.0011447162833064795,0.011447320692241192
development-105,0.5787774324417114,0.4164277911186218,0.004794791340827942
development-106,0.9689817428588867,0.0168289877474308,0.014189275912940502
development-107,0.9937549829483032,0.0012020088033750653,0.005372864194214344
development-108,0.07826561480760574,0.9079974293708801,0.013736920431256294
development-109,0.9912441372871399,0.0013186520664021373,0.007805772125720978
development-110,0.055826883763074875,0.4973222613334656,0.44685086607933044
development-111,0.990247905254364,0.0015386240556836128,0.008350061252713203
development-112,0.989909291267395,0.002823496703058481,0.007324659265577793
development-113,0.056250739842653275,0.22520855069160461,0.7185407280921936
development-114,0.0012760122772306204,0.985673725605011,0.013324501924216747
development-115,0.06738903373479843,0.06240859627723694,0.870202362537384
development-116,0.1562158465385437,0.39305397868156433,0.45073017477989197
development-117,0.9764006733894348,0.0018884905148297548,0.021864328533411026
development-118,0.9918519854545593,0.001821001060307026,0.006327063776552677
development-119,0.0803515762090683,0.6930272579193115,0.2266211062669754
development-120,0.9886190295219421,0.0016545731341466308,0.009820302948355675
development-121,0.035234346985816956,0.6851760745048523,0.27958959341049194
development-122,0.0743151307106018,0.42030006647109985,0.5053848028182983
